ID_Commande,Canal_Marketing,CAC,Impressions,Clics
M-10673,Meta (FB/IG),36.59,575,11
M-10674,TikTok Ads,20.63,752,31
M-10675,SEO/Direct,4.78,753,2
M-10676,SEO/Direct,4.64,844,4
M-10677,SEO/Direct,4.77,522,3
M-10678,TikTok Ads,23.58,495,17
M-10679,Meta (FB/IG),32.52,985,34
M-10680,TikTok Ads,23.35,248,14
M-10681,SEO/Direct,4.84,916,3
M-10682,TikTok Ads,22.93,704,38
M-10683,SEO/Direct,5.33,882,2
M-10684,Meta (FB/IG),37.3,565,7
M-10685,Google Search,41.55,187,2
M-10686,SEO/Direct,4.8,111,0
M-10687,SEO/Direct,5.19,629,2
M-10688,TikTok Ads,23.59,718,30
M-10689,Meta (FB/IG),34.19,182,3
M-10690,Google Search,41.33,559,11
M-10691,TikTok Ads,22.24,896,35
M-10692,SEO/Direct,5.41,705,2
M-10693,TikTok Ads,23.11,135,6
M-10694,TikTok Ads,21.84,840,26
M-10695,SEO/Direct,5.01,300,0
M-10696,SEO/Direct,4.58,655,2
M-10697,Google Search,43.84,976,11
M-10698,TikTok Ads,20.96,596,14
M-10699,Meta (FB/IG),34.01,420,14
M-10700,Meta (FB/IG),32.06,858,15
M-10701,Google Search,47.25,750,15
M-10702,SEO/Direct,4.69,480,1
M-10703,TikTok Ads,21.81,356,15
M-10704,SEO/Direct,5.02,613,4
M-10705,Google Search,44.16,705,6
M-10706,TikTok Ads,22.42,105,2
M-10707,TikTok Ads,23.08,407,16
M-10708,Google Search,44.67,304,6
M-10709,Meta (FB/IG),32.67,958,34
M-10710,SEO/Direct,4.78,914,5
M-10711,Google Search,40.79,747,16
M-10712,SEO/Direct,4.89,994,5
M-10713,Meta (FB/IG),33.7,363,11
M-10714,Meta (FB/IG),34.9,264,5
M-10715,Google Search,41.52,926,11
M-10716,TikTok Ads,24.01,366,20
M-10717,Meta (FB/IG),33.35,628,19
M-10718,SEO/Direct,5.43,657,4
M-10719,Meta (FB/IG),33.99,795,14
M-10720,Meta (FB/IG),33.92,488,9
M-10721,SEO/Direct,5.24,508,1
M-10722,SEO/Direct,5.14,698,1
M-10723,TikTok Ads,20.11,629,35
M-10724,Meta (FB/IG),33.83,662,20
M-10725,SEO/Direct,5.44,497,1
M-10726,SEO/Direct,5.05,713,1
M-10727,Google Search,47.5,739,11
M-10728,TikTok Ads,20.5,331,10
M-10729,Google Search,41.93,415,3
M-10730,Meta (FB/IG),35.83,516,15
M-10731,TikTok Ads,23.55,376,22
M-10732,SEO/Direct,5.13,992,5
M-10733,SEO/Direct,4.53,802,3
M-10734,TikTok Ads,22.16,250,7
M-10735,Meta (FB/IG),36.75,666,15
M-10736,Google Search,44.4,735,10
M-10737,Meta (FB/IG),36.66,508,16
M-10738,Google Search,41.04,771,11
M-10739,SEO/Direct,5.41,536,3
M-10740,Meta (FB/IG),32.27,148,2
M-10741,SEO/Direct,4.58,564,2
M-10742,Google Search,42.92,425,8
M-10743,Meta (FB/IG),31.65,174,5
M-10744,Google Search,47.75,277,2
M-10745,Google Search,41.12,429,5
M-10746,SEO/Direct,4.9,571,2
M-10747,TikTok Ads,22.29,872,21
M-10748,TikTok Ads,22.57,968,63
M-10749,Google Search,40.51,537,11
M-10750,SEO/Direct,5.2,218,1
M-10751,Meta (FB/IG),34.79,112,3
M-10752,Google Search,43.49,152,1
M-10753,Google Search,43.72,631,12
M-10754,Meta (FB/IG),35.31,398,6
M-10755,TikTok Ads,19.91,641,19
M-10756,Google Search,47.08,991,9
M-10757,TikTok Ads,20.9,862,22
M-10758,Meta (FB/IG),33.4,382,13
M-10759,Meta (FB/IG),37.16,551,9
M-10760,Meta (FB/IG),32.84,192,2
M-10761,SEO/Direct,5.41,584,3
M-10762,Google Search,45.07,486,8
M-10763,SEO/Direct,4.52,109,0
M-10764,TikTok Ads,21.52,194,8
M-10765,SEO/Direct,4.97,991,6
M-10766,Meta (FB/IG),35.13,824,18
M-10767,SEO/Direct,4.56,618,3
M-10768,SEO/Direct,4.87,621,4
M-10769,Meta (FB/IG),32.91,377,5
M-10770,TikTok Ads,22.15,830,46
M-10771,Google Search,43.65,639,5
M-10772,Google Search,40.99,798,14
M-10773,TikTok Ads,24.12,179,8
M-10774,TikTok Ads,22.0,729,42
M-10775,SEO/Direct,5.09,958,3
M-10776,Google Search,42.01,419,8
M-10777,SEO/Direct,5.14,894,2
M-10778,Google Search,46.85,742,13
M-10779,SEO/Direct,5.47,734,4
M-10780,TikTok Ads,24.01,412,10
M-10781,SEO/Direct,4.89,842,3
M-10782,TikTok Ads,20.59,720,16
M-10783,Meta (FB/IG),37.78,164,4
M-10784,SEO/Direct,4.71,121,0
M-10785,Google Search,45.6,970,20
M-10786,SEO/Direct,5.43,358,1
M-10787,Google Search,46.9,347,6
M-10788,TikTok Ads,20.71,585,35
M-10789,Meta (FB/IG),33.79,456,5
M-10790,Meta (FB/IG),33.97,771,20
M-10791,TikTok Ads,22.3,496,16
M-10792,Meta (FB/IG),31.97,706,20
M-10793,Google Search,41.11,691,6
M-10794,Google Search,48.59,702,12
M-10795,Google Search,46.94,380,2
M-10796,TikTok Ads,22.46,851,28
M-10797,TikTok Ads,20.24,522,16
M-10798,Meta (FB/IG),33.84,967,16
M-10799,TikTok Ads,20.79,773,28
M-10800,Meta (FB/IG),33.03,350,11
M-10801,TikTok Ads,22.6,578,17
M-10802,TikTok Ads,19.93,790,40
M-10803,Meta (FB/IG),32.82,735,24
M-10804,TikTok Ads,21.73,850,45
M-10805,SEO/Direct,5.08,125,0
M-10806,SEO/Direct,4.72,479,1
M-10807,TikTok Ads,20.17,808,32
M-10808,Meta (FB/IG),33.82,311,7
M-10809,TikTok Ads,21.4,745,24
M-10810,SEO/Direct,5.06,801,3
M-10811,Google Search,44.42,183,2
M-10812,TikTok Ads,22.21,741,27
M-10813,Meta (FB/IG),32.52,630,10
M-10814,SEO/Direct,5.15,895,5
M-10815,Google Search,46.65,282,5
M-10816,Google Search,49.03,672,12
M-10817,Meta (FB/IG),34.1,734,19
M-10818,SEO/Direct,4.88,111,0
M-10819,SEO/Direct,5.02,691,2
M-10820,Meta (FB/IG),33.83,725,12
M-10821,Google Search,44.97,146,2
M-10822,Meta (FB/IG),36.94,491,7
M-10823,Meta (FB/IG),31.8,943,12
M-10824,Google Search,41.67,993,17
M-10825,Meta (FB/IG),37.45,651,20
M-10826,Meta (FB/IG),33.19,665,23
M-10827,SEO/Direct,5.18,371,1
M-10828,Google Search,43.43,189,2
M-10829,Google Search,45.12,849,14
M-10830,TikTok Ads,22.84,548,21
M-10831,Google Search,42.1,241,3
M-10832,TikTok Ads,23.17,581,26
M-10833,Google Search,47.28,700,9
M-10834,TikTok Ads,22.38,382,9
M-10835,Google Search,40.76,700,9
M-10836,Meta (FB/IG),32.33,268,6
M-10837,SEO/Direct,5.39,270,1
M-10838,SEO/Direct,5.27,891,4
M-10839,Meta (FB/IG),32.88,859,12
M-10840,SEO/Direct,5.2,255,1
M-10841,Google Search,42.41,819,13
M-10842,SEO/Direct,4.61,388,1
M-10843,Meta (FB/IG),32.56,408,7
M-10844,SEO/Direct,4.63,240,0
M-10845,Google Search,42.92,481,7
M-10846,Meta (FB/IG),36.94,837,14
M-10847,SEO/Direct,5.24,609,2
M-10848,TikTok Ads,23.38,566,35
M-10849,SEO/Direct,4.53,818,4
M-10850,Google Search,41.55,657,6
M-10851,Meta (FB/IG),37.22,235,7
M-10852,Meta (FB/IG),32.89,122,1
M-10853,TikTok Ads,19.86,876,32
M-10854,Meta (FB/IG),31.84,492,12
M-10855,Meta (FB/IG),34.21,168,3
M-10856,Google Search,43.77,979,16
M-10857,Google Search,41.91,294,6
M-10858,TikTok Ads,20.86,525,15
M-10859,Meta (FB/IG),34.74,182,5
M-10860,TikTok Ads,21.74,941,63
M-10861,TikTok Ads,23.15,856,27
M-10862,SEO/Direct,4.55,519,1
M-10863,SEO/Direct,5.27,657,3
M-10864,SEO/Direct,5.25,697,3
M-10865,TikTok Ads,22.58,619,26
M-10866,SEO/Direct,4.77,920,4
M-10867,Google Search,42.3,432,8
M-10868,Google Search,48.78,739,13
M-10869,Meta (FB/IG),38.19,623,21
M-10870,Meta (FB/IG),34.24,264,8
M-10871,SEO/Direct,5.31,256,1
M-10872,Meta (FB/IG),33.75,611,15
M-10873,TikTok Ads,20.39,902,37
M-10874,Google Search,41.26,555,12
M-10875,SEO/Direct,4.89,541,3
M-10876,SEO/Direct,4.92,255,1
M-10877,Meta (FB/IG),34.59,644,12
M-10878,SEO/Direct,5.21,533,2
M-10879,SEO/Direct,4.9,925,5
M-10880,SEO/Direct,4.79,526,1
M-10881,TikTok Ads,21.66,243,12
M-10882,TikTok Ads,22.83,828,54
M-10883,TikTok Ads,20.31,523,16
M-10884,Meta (FB/IG),34.56,365,8
M-10885,SEO/Direct,5.34,494,3
M-10886,SEO/Direct,4.82,156,0
M-10887,SEO/Direct,5.28,235,1
M-10888,Google Search,41.07,580,4
M-10889,Google Search,43.86,670,11
M-10890,TikTok Ads,23.61,493,24
M-10891,SEO/Direct,4.55,102,0
M-10892,Meta (FB/IG),32.29,967,17
M-10893,Google Search,41.34,909,10
M-10894,TikTok Ads,19.95,197,7
M-10895,Meta (FB/IG),36.74,352,4
M-10896,Meta (FB/IG),33.13,444,13
M-10897,Meta (FB/IG),33.97,211,3
M-10898,Google Search,46.9,985,18
M-10899,SEO/Direct,5.04,887,3
M-10900,SEO/Direct,4.79,789,2
M-10901,Google Search,44.91,757,14
M-10902,TikTok Ads,19.88,390,12
M-10903,Google Search,44.0,989,19
M-10904,Google Search,44.31,592,5
M-10905,SEO/Direct,5.35,493,2
M-10906,Google Search,45.02,307,5
M-10907,SEO/Direct,5.4,874,6
M-10908,TikTok Ads,22.41,691,22
M-10909,SEO/Direct,4.81,391,1
M-10910,Meta (FB/IG),37.35,749,15
M-10911,TikTok Ads,22.83,275,18
M-10912,Meta (FB/IG),38.02,498,9
M-10913,SEO/Direct,4.57,574,4
M-10914,Google Search,48.39,574,6
M-10915,SEO/Direct,5.2,657,4
M-10916,Meta (FB/IG),36.5,140,4
M-10917,Google Search,43.16,184,4
M-10918,SEO/Direct,5.07,648,2
M-10919,TikTok Ads,20.95,836,30
M-10920,TikTok Ads,20.0,245,7
M-10921,Google Search,41.54,500,10
M-10922,SEO/Direct,4.88,498,3
M-10923,TikTok Ads,22.8,545,18
M-10924,SEO/Direct,5.0,299,1
M-10925,SEO/Direct,4.96,122,0
M-10926,SEO/Direct,4.68,306,1
M-10927,TikTok Ads,20.37,217,11
M-10928,Google Search,45.2,501,7
M-10929,SEO/Direct,5.14,575,1
M-10930,SEO/Direct,5.3,129,0
M-10931,Meta (FB/IG),38.08,828,17
M-10932,TikTok Ads,23.78,260,12
M-10933,Meta (FB/IG),33.94,240,6
M-10934,SEO/Direct,4.58,885,4
M-10935,Meta (FB/IG),33.48,993,14
M-10936,Google Search,49.29,186,2
M-10937,SEO/Direct,4.64,969,4
M-10938,Meta (FB/IG),36.98,788,14
M-10939,Meta (FB/IG),37.62,999,12
M-10940,SEO/Direct,5.36,402,1
M-10941,Meta (FB/IG),38.1,724,10
M-10942,SEO/Direct,4.82,800,4
M-10943,Google Search,47.93,874,7
M-10944,TikTok Ads,21.12,454,11
M-10945,SEO/Direct,4.94,313,0
M-10946,TikTok Ads,23.15,329,15
M-10947,TikTok Ads,22.96,109,3
M-10948,TikTok Ads,23.11,870,55
M-10949,Meta (FB/IG),35.66,132,4
M-10950,Google Search,46.52,709,6
M-10951,SEO/Direct,4.67,410,3
M-10952,SEO/Direct,5.27,963,6
M-10953,SEO/Direct,4.81,958,3
M-10954,Google Search,45.61,265,2
M-10955,Google Search,42.19,909,16
M-10956,Meta (FB/IG),34.01,307,8
M-10957,Google Search,43.98,279,2
M-10958,Meta (FB/IG),33.25,139,4
M-10959,Meta (FB/IG),32.55,337,12
M-10960,TikTok Ads,21.31,995,43
M-10961,TikTok Ads,19.94,766,47
M-10962,Meta (FB/IG),36.87,528,11
M-10963,TikTok Ads,24.12,857,25
M-10964,SEO/Direct,5.11,801,2
M-10965,Meta (FB/IG),37.75,975,16
M-10966,TikTok Ads,21.71,936,24
M-10967,Meta (FB/IG),34.58,468,9
M-10968,TikTok Ads,23.54,874,43
M-10969,Google Search,45.24,981,10
M-10970,SEO/Direct,5.05,200,1
M-10971,Google Search,46.49,992,10
M-10972,Meta (FB/IG),34.36,586,11
M-10973,Meta (FB/IG),36.93,156,3
M-10974,Google Search,43.59,428,5
M-10975,Google Search,44.48,166,2
M-10976,Google Search,44.36,497,8
M-10977,Google Search,40.54,674,10
M-10978,SEO/Direct,5.42,749,4
M-10979,TikTok Ads,20.51,437,20
M-10980,Meta (FB/IG),34.02,965,22
M-10981,Google Search,45.9,776,11
M-10982,Google Search,49.17,557,11
M-10983,Google Search,41.93,950,9
M-10984,TikTok Ads,20.37,756,21
M-10985,TikTok Ads,21.32,451,26
M-10986,TikTok Ads,21.75,338,8
M-10987,Google Search,43.89,375,7
M-10988,TikTok Ads,20.74,143,7
M-10989,Google Search,43.11,102,1
M-10990,Google Search,49.37,108,2
M-10991,Google Search,47.85,935,20
M-10992,Google Search,41.54,558,7
M-10993,Google Search,44.34,930,12
M-10994,TikTok Ads,20.9,582,23
M-10995,SEO/Direct,5.15,689,2
M-10996,Meta (FB/IG),36.74,801,26
M-10997,SEO/Direct,4.54,510,1
M-10998,SEO/Direct,5.47,535,1
M-10999,SEO/Direct,4.97,449,3
M-11000,Meta (FB/IG),35.69,601,9
M-11001,SEO/Direct,5.27,618,4
M-11002,TikTok Ads,24.04,961,64
M-11003,Meta (FB/IG),36.32,688,16
M-11004,TikTok Ads,21.89,758,40
M-11005,Meta (FB/IG),32.52,355,7
M-11006,TikTok Ads,20.33,628,34
M-11007,SEO/Direct,5.28,957,3
M-11008,SEO/Direct,4.63,444,1
M-11009,SEO/Direct,4.76,297,1
M-11010,Meta (FB/IG),34.47,123,3
M-11011,Google Search,41.65,630,5
M-11012,Google Search,48.14,624,6
M-11013,SEO/Direct,4.94,511,2
M-11014,SEO/Direct,5.12,674,1
M-11015,SEO/Direct,4.61,361,1
M-11016,SEO/Direct,5.07,335,1
M-11017,Google Search,42.32,849,16
M-11018,Google Search,43.86,934,13
M-11019,Meta (FB/IG),36.4,779,19
M-11020,Google Search,45.78,764,15
M-11021,TikTok Ads,21.87,219,5
M-11022,Google Search,48.09,629,8
M-11023,TikTok Ads,24.05,842,47
M-11024,Meta (FB/IG),37.84,531,13
M-11025,Google Search,42.7,385,7
M-11026,SEO/Direct,4.93,947,3
M-11027,SEO/Direct,4.78,766,4
M-11028,Meta (FB/IG),34.52,119,4
M-11029,SEO/Direct,4.81,910,4
M-11030,SEO/Direct,4.91,110,0
M-11031,SEO/Direct,5.25,389,1
M-11032,Meta (FB/IG),36.92,793,27
M-11033,Google Search,48.03,507,11
M-11034,Meta (FB/IG),35.61,145,2
M-11035,TikTok Ads,22.69,918,38
M-11036,Google Search,41.98,113,1
M-11037,Meta (FB/IG),36.33,375,12
M-11038,TikTok Ads,23.9,159,8
M-11039,TikTok Ads,21.35,776,33
M-11040,TikTok Ads,23.5,800,38
M-11041,SEO/Direct,5.32,437,1
M-11042,SEO/Direct,4.59,298,0
M-11043,Meta (FB/IG),36.52,804,25
M-11044,SEO/Direct,4.91,197,1
M-11045,Meta (FB/IG),34.11,640,10
M-11046,Meta (FB/IG),35.52,387,4
M-11047,SEO/Direct,5.32,690,3
M-11048,SEO/Direct,5.22,956,3
M-11049,TikTok Ads,20.81,302,13
M-11050,TikTok Ads,23.32,140,9
M-11051,TikTok Ads,21.03,591,26
M-11052,SEO/Direct,5.22,286,1
M-11053,TikTok Ads,23.94,851,45
M-11054,Google Search,45.74,834,17
M-11055,SEO/Direct,5.15,713,2
M-11056,SEO/Direct,5.08,732,4
M-11057,TikTok Ads,23.05,119,7
M-11058,Meta (FB/IG),31.77,210,6
M-11059,Meta (FB/IG),34.36,814,29
M-11060,SEO/Direct,4.69,328,1
M-11061,TikTok Ads,23.52,719,45
M-11062,Meta (FB/IG),33.06,127,4
M-11063,TikTok Ads,22.99,344,10
M-11064,SEO/Direct,5.17,357,1
M-11065,Google Search,43.43,494,5
M-11066,SEO/Direct,5.43,897,4
M-11067,SEO/Direct,5.03,699,4
M-11068,Meta (FB/IG),38.43,792,17
M-11069,Google Search,43.5,301,4
M-11070,Meta (FB/IG),37.07,963,24
M-11071,SEO/Direct,5.09,984,6
M-11072,TikTok Ads,19.82,878,47
M-11073,Google Search,45.78,364,7
M-11074,Meta (FB/IG),35.11,127,3
M-11075,TikTok Ads,20.98,192,7
M-11076,TikTok Ads,20.21,591,39
M-11077,SEO/Direct,4.55,697,5
M-11078,Google Search,44.18,698,13
M-11079,Meta (FB/IG),37.42,116,3
M-11080,TikTok Ads,22.99,444,26
M-11081,TikTok Ads,21.17,184,10
M-11082,SEO/Direct,5.0,891,3
M-11083,SEO/Direct,4.74,172,0
M-11084,Google Search,41.8,468,4
M-11085,Google Search,47.93,276,3
M-11086,TikTok Ads,23.26,203,5
M-11087,Meta (FB/IG),36.19,436,12
M-11088,SEO/Direct,4.89,590,2
M-11089,SEO/Direct,5.25,401,2
M-11090,TikTok Ads,23.83,336,10
M-11091,TikTok Ads,22.62,120,7
M-11092,Google Search,47.23,256,5
M-11093,TikTok Ads,21.69,233,9
M-11094,Meta (FB/IG),33.7,810,24
M-11095,Google Search,41.0,929,20
M-11096,Google Search,41.34,322,5
M-11097,SEO/Direct,4.87,173,0
M-11098,TikTok Ads,21.76,466,11
M-11099,SEO/Direct,4.81,934,4
M-11100,SEO/Direct,5.19,214,1
M-11101,TikTok Ads,20.05,132,4
M-11102,Meta (FB/IG),37.98,113,1
M-11103,SEO/Direct,5.05,117,0
M-11104,Google Search,44.37,920,15
M-11105,Meta (FB/IG),35.48,794,29
M-11106,TikTok Ads,20.99,981,64
M-11107,Meta (FB/IG),33.01,986,19
M-11108,SEO/Direct,4.61,917,5
M-11109,Meta (FB/IG),35.86,172,5
M-11110,Meta (FB/IG),32.68,787,20
M-11111,Meta (FB/IG),37.17,857,27
M-11112,TikTok Ads,20.77,542,17
M-11113,SEO/Direct,4.9,843,5
M-11114,SEO/Direct,4.67,703,3
M-11115,Google Search,46.13,699,9
M-11116,TikTok Ads,22.71,584,39
M-11117,Google Search,42.21,846,18
M-11118,Meta (FB/IG),36.04,661,23
M-11119,TikTok Ads,22.87,736,39
M-11120,SEO/Direct,5.2,339,2
M-11121,Meta (FB/IG),34.98,502,15
M-11122,TikTok Ads,22.33,920,41
M-11123,Google Search,45.35,907,18
M-11124,SEO/Direct,4.53,720,3
M-11125,TikTok Ads,20.95,456,24
M-11126,Google Search,47.42,528,8
M-11127,Google Search,48.82,538,11
M-11128,SEO/Direct,5.43,460,3
M-11129,TikTok Ads,21.19,888,50
M-11130,Google Search,41.79,904,13
M-11131,TikTok Ads,22.49,336,20
M-11132,Meta (FB/IG),36.55,809,27
M-11133,TikTok Ads,23.33,411,13
M-11134,TikTok Ads,23.78,458,15
M-11135,Meta (FB/IG),36.05,720,9
M-11136,SEO/Direct,5.2,648,2
M-11137,Google Search,42.33,499,4
M-11138,Meta (FB/IG),34.7,763,9
M-11139,SEO/Direct,4.94,706,2
M-11140,TikTok Ads,22.2,992,47
M-11141,SEO/Direct,5.13,102,0
M-11142,SEO/Direct,5.46,700,3
M-11143,Meta (FB/IG),34.54,586,11
M-11144,Meta (FB/IG),36.73,335,4
M-11145,Meta (FB/IG),32.48,523,15
M-11146,Google Search,46.77,746,15
M-11147,SEO/Direct,4.64,792,2
M-11148,Google Search,43.57,783,8
M-11149,SEO/Direct,5.03,467,2
M-11150,Google Search,44.61,607,5
M-11151,Meta (FB/IG),34.1,221,5
M-11152,Google Search,48.72,287,2
M-11153,TikTok Ads,24.08,255,16
M-11154,Meta (FB/IG),34.95,810,10
M-11155,TikTok Ads,23.48,686,22
M-11156,Meta (FB/IG),33.85,323,8
M-11157,Google Search,40.59,420,7
M-11158,Meta (FB/IG),37.81,971,28
M-11159,SEO/Direct,5.48,585,1
M-11160,TikTok Ads,23.27,842,52
M-11161,TikTok Ads,23.05,828,28
M-11162,TikTok Ads,20.63,258,11
M-11163,Meta (FB/IG),33.02,637,12
M-11164,SEO/Direct,5.41,867,4
M-11165,SEO/Direct,5.08,518,2
M-11166,TikTok Ads,20.2,129,4
M-11167,Google Search,41.9,951,14
M-11168,Meta (FB/IG),34.61,561,12
M-11169,SEO/Direct,4.61,569,1
M-11170,TikTok Ads,19.98,442,13
M-11171,TikTok Ads,23.87,796,52
M-11172,SEO/Direct,4.79,620,2
M-11173,Google Search,41.2,970,19
M-11174,SEO/Direct,4.93,313,1
M-11175,TikTok Ads,23.76,256,7
M-11176,SEO/Direct,5.09,485,2
M-11177,Google Search,42.51,307,3
M-11178,Meta (FB/IG),32.48,181,5
M-11179,TikTok Ads,21.05,871,24
M-11180,Meta (FB/IG),37.48,457,6
M-11181,Meta (FB/IG),37.19,564,13
M-11182,TikTok Ads,23.33,476,27
M-11183,TikTok Ads,19.92,146,8
M-11184,Google Search,46.91,679,5
M-11185,TikTok Ads,23.17,886,29
M-11186,TikTok Ads,20.45,554,19
M-11187,SEO/Direct,5.26,320,1
M-11188,TikTok Ads,23.86,638,14
M-11189,Google Search,42.76,399,7
M-11190,Google Search,43.69,651,6
M-11191,Google Search,43.42,369,6
M-11192,Google Search,46.61,207,3
M-11193,Google Search,41.12,370,6
M-11194,SEO/Direct,4.94,539,2
M-11195,Google Search,43.13,393,3
M-11196,Google Search,44.47,759,7
M-11197,TikTok Ads,24.06,781,35
M-11198,Google Search,44.21,743,5
M-11199,Meta (FB/IG),36.6,892,17
M-11200,Google Search,44.75,718,11
M-11201,Meta (FB/IG),36.71,231,5
M-11202,TikTok Ads,21.63,545,28
M-11203,SEO/Direct,5.0,979,3
M-11204,Google Search,46.86,894,16
M-11205,SEO/Direct,4.75,881,3
M-11206,SEO/Direct,4.51,332,0
M-11207,Meta (FB/IG),34.0,819,16
M-11208,TikTok Ads,22.31,434,28
M-11209,TikTok Ads,19.89,671,26
M-11210,Google Search,47.85,582,4
M-11211,SEO/Direct,5.0,491,3
M-11212,Google Search,46.34,794,8
M-11213,Google Search,46.57,440,3
M-11214,SEO/Direct,5.49,857,6
M-11215,Meta (FB/IG),32.06,300,5
M-11216,Meta (FB/IG),33.76,634,17
M-11217,Google Search,47.65,708,10
M-11218,Google Search,47.39,471,6
M-11219,Meta (FB/IG),35.54,164,4
M-11220,SEO/Direct,5.1,997,6
M-11221,TikTok Ads,22.1,830,21
M-11222,Google Search,41.7,470,8
M-11223,Meta (FB/IG),35.14,194,6
M-11224,TikTok Ads,21.42,270,10
M-11225,Meta (FB/IG),34.4,508,17
M-11226,SEO/Direct,4.63,367,2
M-11227,TikTok Ads,22.16,616,18
M-11228,SEO/Direct,5.38,244,0
M-11229,Meta (FB/IG),36.24,340,9
M-11230,Meta (FB/IG),32.31,238,6
M-11231,Meta (FB/IG),36.35,692,10
M-11232,TikTok Ads,20.98,910,45
M-11233,TikTok Ads,23.53,256,11
M-11234,Google Search,48.5,654,11
M-11235,TikTok Ads,21.92,917,26
M-11236,Meta (FB/IG),38.2,133,3
M-11237,SEO/Direct,4.55,688,4
M-11238,Meta (FB/IG),35.56,310,6
M-11239,SEO/Direct,5.29,955,5
M-11240,SEO/Direct,5.3,446,2
M-11241,Meta (FB/IG),38.07,531,11
M-11242,SEO/Direct,4.94,731,4
M-11243,TikTok Ads,21.74,775,46
M-11244,Google Search,49.2,760,8
M-11245,TikTok Ads,21.34,480,13
M-11246,TikTok Ads,22.6,950,51
M-11247,Google Search,46.29,952,12
M-11248,Meta (FB/IG),34.5,252,4
M-11249,SEO/Direct,5.14,487,3
M-11250,Google Search,48.79,626,10
M-11251,Google Search,49.2,750,14
M-11252,TikTok Ads,23.73,722,39
M-11253,Google Search,48.33,430,6
M-11254,TikTok Ads,20.92,352,14
M-11255,SEO/Direct,4.82,255,1
M-11256,Meta (FB/IG),35.16,567,7
M-11257,SEO/Direct,5.27,891,3
M-11258,Meta (FB/IG),34.68,761,22
M-11259,TikTok Ads,23.84,865,23
M-11260,SEO/Direct,5.25,763,4
M-11261,TikTok Ads,21.28,573,17
M-11262,Google Search,42.84,873,9
M-11263,SEO/Direct,4.92,283,1
M-11264,Google Search,41.63,928,15
M-11265,SEO/Direct,4.65,333,0
M-11266,Meta (FB/IG),31.54,636,18
M-11267,Meta (FB/IG),37.79,579,15
M-11268,Meta (FB/IG),34.67,601,7
M-11269,SEO/Direct,4.95,305,2
M-11270,SEO/Direct,4.9,491,1
M-11271,SEO/Direct,5.28,474,2
M-11272,TikTok Ads,23.22,820,24
M-11273,SEO/Direct,4.57,628,1
M-11274,SEO/Direct,5.13,687,4
M-11275,SEO/Direct,5.27,221,1
M-11276,SEO/Direct,4.71,500,1
M-11277,Google Search,48.51,724,5
M-11278,Google Search,48.5,459,8
M-11279,SEO/Direct,4.78,996,5
M-11280,SEO/Direct,4.83,286,1
M-11281,Google Search,48.4,107,1
M-11282,SEO/Direct,5.03,670,4
M-11283,SEO/Direct,4.54,274,1
M-11284,Google Search,44.36,757,16
M-11285,Google Search,48.22,716,11
M-11286,Google Search,41.7,931,17
M-11287,Meta (FB/IG),33.3,852,30
M-11288,TikTok Ads,23.29,890,50
M-11289,TikTok Ads,23.88,629,27
M-11290,Meta (FB/IG),37.24,513,15
M-11291,SEO/Direct,4.63,207,1
M-11292,Google Search,47.26,184,2
M-11293,Google Search,43.72,432,5
M-11294,Google Search,48.12,543,10
M-11295,Google Search,44.85,584,12
M-11296,TikTok Ads,20.29,115,6
M-11297,TikTok Ads,20.59,815,20
M-11298,SEO/Direct,4.54,682,3
M-11299,TikTok Ads,22.99,981,25
M-11300,Google Search,45.76,580,12
M-11301,Google Search,45.81,795,13
M-11302,Meta (FB/IG),32.61,829,15
M-11303,Meta (FB/IG),33.24,115,1
M-11304,TikTok Ads,23.36,474,15
M-11305,Meta (FB/IG),33.04,821,12
M-11306,TikTok Ads,21.44,605,19
M-11307,Meta (FB/IG),33.22,870,24
M-11308,Meta (FB/IG),35.04,940,12
M-11309,Google Search,41.74,515,6
M-11310,SEO/Direct,4.93,758,5
M-11311,Meta (FB/IG),35.44,204,6
M-11312,Google Search,45.32,917,19
M-11313,SEO/Direct,5.09,853,5
M-11314,Google Search,45.15,513,8
M-11315,SEO/Direct,5.36,861,4
M-11316,SEO/Direct,5.24,684,3
M-11317,SEO/Direct,4.67,764,5
M-11318,Google Search,42.96,542,8
M-11319,Meta (FB/IG),33.26,465,16
M-11320,Google Search,44.39,486,7
M-11321,Meta (FB/IG),35.43,865,28
M-11322,Meta (FB/IG),37.36,355,8
M-11323,Meta (FB/IG),36.95,974,28
M-11324,Google Search,43.66,568,4
M-11325,Google Search,41.85,998,9
M-11326,Meta (FB/IG),33.63,137,2
M-11327,Meta (FB/IG),37.96,767,23
M-11328,Google Search,44.46,725,15
M-11329,Google Search,44.66,486,3
M-11330,TikTok Ads,20.41,746,24
M-11331,TikTok Ads,21.28,957,27
M-11332,Google Search,46.67,311,3
M-11333,SEO/Direct,4.86,866,4
M-11334,Meta (FB/IG),38.4,941,19
M-11335,Google Search,42.0,645,9
M-11336,TikTok Ads,20.72,664,19
M-11337,Google Search,46.57,836,11
M-11338,TikTok Ads,21.41,196,9
M-11339,SEO/Direct,4.55,764,5
M-11340,TikTok Ads,20.16,498,16
M-11341,Google Search,43.84,248,3
M-11342,Google Search,42.73,473,5
M-11343,Meta (FB/IG),37.29,796,15
M-11344,Meta (FB/IG),33.27,416,13
M-11345,SEO/Direct,4.93,657,2
